dbName	refName	Shape-it::Tanimoto	Shape-it::Tversky_Ref	Shape-it::Tversky_Db	overlap	refVolume	dbVolume
MOL_7278	PD1-PDL1.sdf	0.263	0.359	0.495	3541.7	10017	7002.6
MOL_7279	PD1-PDL1.sdf	0.244	0.338	0.466	3339.8	10017	7018.6
MOL_7280	PD1-PDL1.sdf	0.25	0.345	0.475	3404.3	10017	7009.2
MOL_7281	PD1-PDL1.sdf	0.219	0.31	0.428	3057.9	10017	7000.7
MOL_7282	PD1-PDL1.sdf	0.219	0.31	0.428	3059	10017	7004.4
MOL_7283	PD1-PDL1.sdf	0.218	0.308	0.425	3043.6	10017	7006
MOL_7284	PD1-PDL1.sdf	0.242	0.336	0.464	3317.8	10017	6996.3
MOL_7285	PD1-PDL1.sdf	0.244	0.337	0.469	3321	10017	6930.1
MOL_7286	PD1-PDL1.sdf	0.246	0.339	0.473	3345.4	10017	6916.4
MOL_7287	PD1-PDL1.sdf	0.24	0.334	0.461	3291.8	10017	6987.5
MOL_7288	PD1-PDL1.sdf	0.252	0.346	0.481	3410.1	10017	6930
MOL_7289	PD1-PDL1.sdf	0.226	0.316	0.44	3121.2	10017	6940.9
MOL_7290	PD1-PDL1.sdf	0.211	0.3	0.417	2954.5	10017	6931.5
MOL_7291	PD1-PDL1.sdf	0.156	0.232	0.323	2292.1	10017	6933.8
MOL_7292	PD1-PDL1.sdf	0.276	0.371	0.517	3660.6	10017	6924
MOL_7293	PD1-PDL1.sdf	0.264	0.358	0.499	3532.8	10017	6920.9
MOL_7294	PD1-PDL1.sdf	0.264	0.359	0.499	3536.3	10017	6931.4
MOL_7295	PD1-PDL1.sdf	0.179	0.265	0.356	2617.8	10017	7214.7
MOL_7296	PD1-PDL1.sdf	0.224	0.32	0.429	3156.3	10017	7214.5
MOL_7297	PD1-PDL1.sdf	0.226	0.322	0.432	3178.4	10017	7209.7
MOL_7298	PD1-PDL1.sdf	0.202	0.293	0.394	2893	10017	7209.1
MOL_7299	PD1-PDL1.sdf	0.272	0.373	0.501	3681.7	10017	7208.6
MOL_7300	PD1-PDL1.sdf	0.262	0.362	0.487	3575.1	10017	7206.3
MOL_7301	PD1-PDL1.sdf	0.264	0.364	0.489	3597.6	10017	7211
MOL_7302	PD1-PDL1.sdf	0.165	0.247	0.331	2436.3	10017	7221.1
MOL_7303	PD1-PDL1.sdf	0.235	0.332	0.446	3280.2	10017	7216.9
MOL_7304	PD1-PDL1.sdf	0.226	0.322	0.432	3178.1	10017	7213.4
MOL_7305	PD1-PDL1.sdf	0.284	0.387	0.515	3821.1	10017	7279.2
MOL_7306	PD1-PDL1.sdf	0.181	0.268	0.359	2648.4	10017	7243.3
MOL_7307	PD1-PDL1.sdf	0.25	0.35	0.468	3456	10017	7245.2
MOL_7308	PD1-PDL1.sdf	0.25	0.35	0.467	3458.6	10017	7261.4
MOL_7309	PD1-PDL1.sdf	0.228	0.325	0.435	3210.2	10017	7248
MOL_7310	PD1-PDL1.sdf	0.216	0.311	0.415	3067.5	10017	7253.5
MOL_7311	PD1-PDL1.sdf	0.246	0.345	0.461	3406.6	10017	7256.5
MOL_7312	PD1-PDL1.sdf	0.26	0.36	0.482	3558.2	10017	7250.1
MOL_7313	PD1-PDL1.sdf	0.272	0.369	0.508	3637.3	10017	7013
MOL_7314	PD1-PDL1.sdf	0.247	0.342	0.471	3371.5	10017	7013.8
MOL_7315	PD1-PDL1.sdf	0.232	0.326	0.448	3212.3	10017	7024.5
MOL_7316	PD1-PDL1.sdf	0.271	0.368	0.507	3635.2	10017	7027.5
MOL_7317	PD1-PDL1.sdf	0.204	0.292	0.404	2883.7	10017	6992.3
MOL_7318	PD1-PDL1.sdf	0.266	0.362	0.5	3572.5	10017	6999.8
MOL_7319	PD1-PDL1.sdf	0.222	0.314	0.432	3094.5	10017	7010.9
MOL_7320	PD1-PDL1.sdf	0.26	0.356	0.49	3508.1	10017	7009.5
MOL_7321	PD1-PDL1.sdf	0.268	0.365	0.502	3599.3	10017	7014.7
MOL_7322	PD1-PDL1.sdf	0.267	0.363	0.501	3581.4	10017	6992.7
MOL_7323	PD1-PDL1.sdf	0.232	0.334	0.431	3305.8	10017	7538.8
MOL_7324	PD1-PDL1.sdf	0.217	0.316	0.408	3125.2	10017	7537.3
MOL_7325	PD1-PDL1.sdf	0.265	0.372	0.48	3678.9	10017	7537.4
MOL_7326	PD1-PDL1.sdf	0.237	0.339	0.439	3357.5	10017	7530.6
MOL_7327	PD1-PDL1.sdf	0.266	0.373	0.481	3687.1	10017	7541.7
MOL_7328	PD1-PDL1.sdf	0.264	0.37	0.478	3661.8	10017	7534.6
MOL_7329	PD1-PDL1.sdf	0.24	0.344	0.444	3403.2	10017	7537.1
MOL_7330	PD1-PDL1.sdf	0.247	0.352	0.455	3482.4	10017	7537.2
MOL_7331	PD1-PDL1.sdf	0.216	0.315	0.406	3115.6	10017	7542.2
MOL_7332	PD1-PDL1.sdf	0.257	0.363	0.468	3586.3	10017	7542
MOL_7333	PD1-PDL1.sdf	0.274	0.39	0.479	3867.3	10017	7970.7
MOL_7334	PD1-PDL1.sdf	0.177	0.271	0.336	2690.9	10017	7905.2
MOL_7335	PD1-PDL1.sdf	0.316	0.435	0.537	4308.7	10017	7911.5
MOL_7336	PD1-PDL1.sdf	0.224	0.332	0.408	3289.9	10017	7954.6
MOL_7337	PD1-PDL1.sdf	0.166	0.257	0.318	2547.1	10017	7904.5
MOL_7338	PD1-PDL1.sdf	0.17	0.261	0.327	2582.4	10017	7782.8
MOL_7339	PD1-PDL1.sdf	0.281	0.393	0.496	3890.7	10017	7736
MOL_7340	PD1-PDL1.sdf	0.236	0.345	0.426	3418.7	10017	7912.8
MOL_7341	PD1-PDL1.sdf	0.21	0.313	0.39	3096.1	10017	7819.6
MOL_7342	PD1-PDL1.sdf	0.227	0.33	0.419	3271.5	10017	7691.9
MOL_7343	PD1-PDL1.sdf	0.235	0.326	0.458	3216.3	10017	6857.2
MOL_7344	PD1-PDL1.sdf	0.214	0.301	0.425	2964.4	10017	6818.5
MOL_7345	PD1-PDL1.sdf	0.217	0.304	0.43	3000.6	10017	6820.9
MOL_7346	PD1-PDL1.sdf	0.228	0.317	0.448	3124.1	10017	6816.3
MOL_7347	PD1-PDL1.sdf	0.201	0.286	0.402	2818.7	10017	6855.5
MOL_7348	PD1-PDL1.sdf	0.199	0.283	0.4	2792.6	10017	6812.7
MOL_7349	PD1-PDL1.sdf	0.184	0.265	0.375	2611.6	10017	6806.9
MOL_7350	PD1-PDL1.sdf	0.257	0.349	0.494	3444.3	10017	6811
MOL_7351	PD1-PDL1.sdf	0.268	0.379	0.48	3748.8	10017	7697.2
MOL_7352	PD1-PDL1.sdf	0.27	0.38	0.482	3757.2	10017	7675
MOL_7353	PD1-PDL1.sdf	0.232	0.336	0.427	3328	10017	7680.4
MOL_7354	PD1-PDL1.sdf	0.288	0.399	0.51	3947.1	10017	7623.8
MOL_7355	PD1-PDL1.sdf	0.298	0.41	0.523	4057.8	10017	7635.3
MOL_7356	PD1-PDL1.sdf	0.268	0.378	0.481	3738.9	10017	7656.4
MOL_7357	PD1-PDL1.sdf	0.201	0.3	0.38	2968.7	10017	7687.4
MOL_7358	PD1-PDL1.sdf	0.22	0.322	0.411	3181.9	10017	7622.6
MOL_7359	PD1-PDL1.sdf	0.222	0.322	0.417	3187.4	10017	7526.4
MOL_7360	PD1-PDL1.sdf	0.25	0.356	0.457	3522.1	10017	7585.1
MOL_7361	PD1-PDL1.sdf	0.257	0.341	0.511	3357.3	10017	6394.9
MOL_7362	PD1-PDL1.sdf	0.217	0.297	0.445	2924.2	10017	6391.2
MOL_7363	PD1-PDL1.sdf	0.254	0.338	0.506	3321	10017	6381.2
MOL_7364	PD1-PDL1.sdf	0.24	0.323	0.484	3177.9	10017	6385.9
MOL_7365	PD1-PDL1.sdf	0.279	0.362	0.546	3563.3	10017	6338.8
MOL_7366	PD1-PDL1.sdf	0.18	0.254	0.383	2495.7	10017	6324.8
MOL_7367	PD1-PDL1.sdf	0.265	0.351	0.52	3451.4	10017	6460.2
MOL_7368	PD1-PDL1.sdf	0.236	0.319	0.474	3139.6	10017	6446.1
MOL_7369	PD1-PDL1.sdf	0.205	0.285	0.423	2802.2	10017	6451.2
MOL_7370	PD1-PDL1.sdf	0.315	0.419	0.56	4138.8	10017	7253.8
MOL_7371	PD1-PDL1.sdf	0.267	0.369	0.493	3641.6	10017	7253.3
MOL_7372	PD1-PDL1.sdf	0.271	0.373	0.498	3689.6	10017	7266
MOL_7373	PD1-PDL1.sdf	0.273	0.375	0.501	3701.3	10017	7254.4
MOL_7374	PD1-PDL1.sdf	0.202	0.294	0.393	2904.3	10017	7261.2
MOL_7375	PD1-PDL1.sdf	0.187	0.275	0.368	2720.4	10017	7264
MOL_7376	PD1-PDL1.sdf	0.301	0.405	0.54	3997.3	10017	7258.8
MOL_7377	PD1-PDL1.sdf	0.264	0.365	0.487	3602.8	10017	7256.2
MOL_7378	PD1-PDL1.sdf	0.221	0.317	0.423	3132.7	10017	7268.2
MOL_7379	PD1-PDL1.sdf	0.215	0.31	0.414	3060.6	10017	7262.1
MOL_7380	PD1-PDL1.sdf	0.262	0.348	0.516	3424.5	10017	6459
MOL_7381	PD1-PDL1.sdf	0.184	0.261	0.386	2563.5	10017	6462.4
MOL_7382	PD1-PDL1.sdf	0.259	0.344	0.51	3385.7	10017	6458.9
MOL_7383	PD1-PDL1.sdf	0.235	0.319	0.473	3138.2	10017	6462.6
MOL_7384	PD1-PDL1.sdf	0.242	0.327	0.484	3212.9	10017	6462.8
MOL_7385	PD1-PDL1.sdf	0.248	0.333	0.493	3273.5	10017	6463.5
MOL_7386	PD1-PDL1.sdf	0.269	0.344	0.553	3371	10017	5888.9
MOL_7387	PD1-PDL1.sdf	0.173	0.239	0.385	2348.7	10017	5892.9
MOL_7388	PD1-PDL1.sdf	0.205	0.276	0.443	2703	10017	5888.4
MOL_7389	PD1-PDL1.sdf	0.246	0.32	0.515	3143.7	10017	5892.8
MOL_7390	PD1-PDL1.sdf	0.243	0.318	0.51	3115	10017	5897
MOL_7391	PD1-PDL1.sdf	0.183	0.251	0.404	2463.5	10017	5893
MOL_7392	PD1-PDL1.sdf	0.272	0.352	0.547	3452.8	10017	6116.2
MOL_7393	PD1-PDL1.sdf	0.242	0.32	0.499	3146.8	10017	6116.3
MOL_7394	PD1-PDL1.sdf	0.189	0.261	0.406	2568	10017	6123.8
MOL_7395	PD1-PDL1.sdf	0.267	0.346	0.539	3402.8	10017	6115.9
MOL_7396	PD1-PDL1.sdf	0.235	0.313	0.485	3069.8	10017	6129.1
MOL_7397	PD1-PDL1.sdf	0.213	0.289	0.448	2836.6	10017	6131.7
MOL_7398	PD1-PDL1.sdf	0.221	0.297	0.463	2921.7	10017	6121.3
MOL_7399	PD1-PDL1.sdf	0.228	0.303	0.48	2979	10017	6005.3
MOL_7400	PD1-PDL1.sdf	0.229	0.304	0.48	2979.6	10017	6002.6
MOL_7401	PD1-PDL1.sdf	0.204	0.276	0.437	2708.7	10017	6001.6
MOL_7402	PD1-PDL1.sdf	0.241	0.317	0.501	3113.4	10017	6008.3
MOL_7403	PD1-PDL1.sdf	0.258	0.335	0.53	3285.7	10017	6000.9
MOL_7404	PD1-PDL1.sdf	0.207	0.28	0.443	2747.7	10017	6005.9
MOL_7405	PD1-PDL1.sdf	0.26	0.337	0.533	3311.5	10017	6010.3
MOL_7406	PD1-PDL1.sdf	0.227	0.302	0.477	2965.8	10017	6013.4
MOL_7407	PD1-PDL1.sdf	0.198	0.271	0.424	2662.8	10017	6089.9
MOL_7408	PD1-PDL1.sdf	0.272	0.351	0.548	3445.7	10017	6093.8
MOL_7409	PD1-PDL1.sdf	0.257	0.335	0.524	3294.6	10017	6090.1
MOL_7410	PD1-PDL1.sdf	0.278	0.357	0.558	3509.2	10017	6093.1
MOL_7411	PD1-PDL1.sdf	0.278	0.357	0.558	3509.2	10017	6093
MOL_7412	PD1-PDL1.sdf	0.204	0.278	0.435	2732.7	10017	6093
MOL_7413	PD1-PDL1.sdf	0.259	0.337	0.527	3314.1	10017	6093.1
MOL_7414	PD1-PDL1.sdf	0.254	0.332	0.519	3260.5	10017	6089.4
MOL_7415	PD1-PDL1.sdf	0.175	0.242	0.388	2372	10017	5908.1
MOL_7416	PD1-PDL1.sdf	0.27	0.345	0.553	3383.4	10017	5908
MOL_7417	PD1-PDL1.sdf	0.269	0.344	0.552	3372.4	10017	5905.1
MOL_7418	PD1-PDL1.sdf	0.243	0.317	0.509	3114.9	10017	5913.2
MOL_7419	PD1-PDL1.sdf	0.251	0.326	0.523	3197.2	10017	5903.9
MOL_7420	PD1-PDL1.sdf	0.268	0.343	0.55	3361.7	10017	5903.7
MOL_7421	PD1-PDL1.sdf	0.187	0.256	0.41	2510.3	10017	5914.6
MOL_7422	PD1-PDL1.sdf	0.24	0.314	0.504	3084.1	10017	5914.5
MOL_7423	PD1-PDL1.sdf	0.275	0.368	0.522	3626.1	10017	6786.4
MOL_7424	PD1-PDL1.sdf	0.251	0.342	0.485	3366.5	10017	6780.3
MOL_7425	PD1-PDL1.sdf	0.22	0.308	0.434	3040.1	10017	6839
MOL_7426	PD1-PDL1.sdf	0.25	0.342	0.481	3368.9	10017	6846.5
MOL_7427	PD1-PDL1.sdf	0.253	0.345	0.488	3397.6	10017	6800.1
MOL_7428	PD1-PDL1.sdf	0.292	0.385	0.547	3792.8	10017	6776.6
MOL_7429	PD1-PDL1.sdf	0.233	0.323	0.458	3178.3	10017	6775.6
MOL_7430	PD1-PDL1.sdf	0.259	0.351	0.498	3460.7	10017	6784
MOL_7431	PD1-PDL1.sdf	0.251	0.342	0.486	3371	10017	6774
MOL_7432	PD1-PDL1.sdf	0.271	0.362	0.516	3572	10017	6760.4
MOL_7433	PD1-PDL1.sdf	0.243	0.333	0.474	3277.3	10017	6748.9
MOL_7434	PD1-PDL1.sdf	0.228	0.316	0.45	3113.5	10017	6760.7
MOL_7435	PD1-PDL1.sdf	0.263	0.354	0.505	3491.4	10017	6757.4
MOL_7436	PD1-PDL1.sdf	0.219	0.306	0.436	3014.3	10017	6755
MOL_7437	PD1-PDL1.sdf	0.253	0.343	0.489	3380	10017	6747.9
MOL_7438	PD1-PDL1.sdf	0.141	0.21	0.299	2069.2	10017	6755.1
MOL_7439	PD1-PDL1.sdf	0.298	0.399	0.539	3941.2	10017	7166
MOL_7440	PD1-PDL1.sdf	0.249	0.347	0.469	3430	10017	7171.3
MOL_7441	PD1-PDL1.sdf	0.272	0.373	0.503	3678.8	10017	7173.3
MOL_7442	PD1-PDL1.sdf	0.172	0.256	0.345	2525.4	10017	7175.4
MOL_7443	PD1-PDL1.sdf	0.284	0.385	0.519	3800.1	10017	7177.1
MOL_7444	PD1-PDL1.sdf	0.304	0.406	0.548	4005.2	10017	7164.1
MOL_7445	PD1-PDL1.sdf	0.227	0.321	0.435	3168.4	10017	7133.2
MOL_7446	PD1-PDL1.sdf	0.272	0.372	0.503	3670	10017	7154.8
MOL_7447	PD1-PDL1.sdf	0.278	0.378	0.511	3733.6	10017	7159.7
MOL_7448	PD1-PDL1.sdf	0.25	0.348	0.471	3437.8	10017	7163.3
MOL_7449	PD1-PDL1.sdf	0.284	0.387	0.514	3825.2	10017	7300.6
MOL_7450	PD1-PDL1.sdf	0.241	0.339	0.454	3352	10017	7243.1
MOL_7451	PD1-PDL1.sdf	0.233	0.332	0.441	3277.5	10017	7301.1
MOL_7452	PD1-PDL1.sdf	0.237	0.336	0.447	3322	10017	7298.1
MOL_7453	PD1-PDL1.sdf	0.245	0.344	0.46	3398.8	10017	7256
MOL_7454	PD1-PDL1.sdf	0.241	0.34	0.452	3356.5	10017	7292.8
MOL_7455	PD1-PDL1.sdf	0.205	0.298	0.395	2940.7	10017	7300.6
MOL_7456	PD1-PDL1.sdf	0.243	0.341	0.459	3371.7	10017	7211.5
MOL_7457	PD1-PDL1.sdf	0.234	0.331	0.444	3269.2	10017	7215
MOL_7458	PD1-PDL1.sdf	0.277	0.377	0.509	3724.3	10017	7168.3
MOL_7459	PD1-PDL1.sdf	0.166	0.244	0.339	2410.7	10017	6952.5
MOL_7460	PD1-PDL1.sdf	0.233	0.325	0.451	3206.9	10017	6957.5
MOL_7461	PD1-PDL1.sdf	0.261	0.356	0.494	3511.7	10017	6957.7
MOL_7462	PD1-PDL1.sdf	0.233	0.325	0.45	3207	10017	6967.4
MOL_7463	PD1-PDL1.sdf	0.289	0.386	0.535	3804.9	10017	6953.5
MOL_7464	PD1-PDL1.sdf	0.308	0.405	0.562	3994.4	10017	6951.5
MOL_7465	PD1-PDL1.sdf	0.236	0.329	0.456	3246	10017	6973.5
MOL_7466	PD1-PDL1.sdf	0.223	0.314	0.435	3094.4	10017	6963.8
MOL_7467	PD1-PDL1.sdf	0.262	0.357	0.496	3524.9	10017	6949.2
MOL_7468	PD1-PDL1.sdf	0.284	0.38	0.528	3751.9	10017	6957.2
MOL_7469	PD1-PDL1.sdf	0.239	0.348	0.433	3447.1	10017	7847.8
MOL_7470	PD1-PDL1.sdf	0.228	0.335	0.416	3315.2	10017	7852.8
MOL_7471	PD1-PDL1.sdf	0.283	0.399	0.493	3952.5	10017	7914.8
MOL_7472	PD1-PDL1.sdf	0.28	0.393	0.492	3896.3	10017	7816.4
MOL_7473	PD1-PDL1.sdf	0.301	0.417	0.52	4135.5	10017	7840.2
MOL_7474	PD1-PDL1.sdf	0.291	0.407	0.506	4034.5	10017	7863.4
MOL_7475	PD1-PDL1.sdf	0.204	0.307	0.379	3044.2	10017	7922.4
MOL_7476	PD1-PDL1.sdf	0.209	0.313	0.387	3099.7	10017	7898.4
MOL_7477	PD1-PDL1.sdf	0.308	0.426	0.527	4224.2	10017	7908.2
MOL_7478	PD1-PDL1.sdf	0.177	0.287	0.317	2864.1	10017	8994.6
MOL_7479	PD1-PDL1.sdf	0.24	0.369	0.406	3682.5	10017	9009.9
MOL_7480	PD1-PDL1.sdf	0.29	0.429	0.473	4277.3	10017	8991.3
MOL_7481	PD1-PDL1.sdf	0.242	0.372	0.41	3708.4	10017	8984
MOL_7482	PD1-PDL1.sdf	0.257	0.389	0.429	3879.3	10017	8982.5
MOL_7483	PD1-PDL1.sdf	0.228	0.354	0.39	3527.9	10017	8991.7
MOL_7484	PD1-PDL1.sdf	0.214	0.336	0.371	3348.4	10017	8984.9
MOL_7485	PD1-PDL1.sdf	0.336	0.48	0.529	4783.6	10017	8986.4
MOL_7486	PD1-PDL1.sdf	0.257	0.389	0.43	3880.1	10017	8964.6
MOL_7487	PD1-PDL1.sdf	0.216	0.338	0.374	3363.9	10017	8947.5
MOL_7488	PD1-PDL1.sdf	0.311	0.451	0.5	4495	10017	8940
MOL_7489	PD1-PDL1.sdf	0.23	0.355	0.393	3540.4	10017	8944.5
MOL_7490	PD1-PDL1.sdf	0.284	0.421	0.466	4190.9	10017	8946.9
MOL_7491	PD1-PDL1.sdf	0.165	0.269	0.298	2678.3	10017	8936.1
MOL_7492	PD1-PDL1.sdf	0.214	0.335	0.371	3338.8	10017	8936.7
MOL_7493	PD1-PDL1.sdf	0.247	0.377	0.417	3754.4	10017	8940.3
MOL_7494	PD1-PDL1.sdf	0.244	0.374	0.413	3721.6	10017	8947.7
MOL_7495	PD1-PDL1.sdf	0.208	0.328	0.363	3263.3	10017	8933.3
MOL_7496	PD1-PDL1.sdf	0.24	0.368	0.408	3663.3	10017	8931.6
MOL_7497	PD1-PDL1.sdf	0.308	0.443	0.501	4413.9	10017	8742.6
MOL_7498	PD1-PDL1.sdf	0.29	0.424	0.479	4219.5	10017	8744
MOL_7499	PD1-PDL1.sdf	0.251	0.378	0.427	3764.7	10017	8747.9
MOL_7500	PD1-PDL1.sdf	0.263	0.393	0.444	3913.8	10017	8751.8
MOL_7501	PD1-PDL1.sdf	0.197	0.31	0.351	3089.1	10017	8739.1
MOL_7502	PD1-PDL1.sdf	0.218	0.337	0.381	3356.4	10017	8737.1
MOL_7503	PD1-PDL1.sdf	0.183	0.292	0.33	2901.8	10017	8719.5
MOL_7504	PD1-PDL1.sdf	0.274	0.406	0.458	4036.7	10017	8741
MOL_7505	PD1-PDL1.sdf	0.267	0.397	0.449	3949.5	10017	8729.7
MOL_7506	PD1-PDL1.sdf	0.243	0.368	0.417	3665.7	10017	8726.4
MOL_7507	PD1-PDL1.sdf	0.192	0.311	0.334	3102.4	10017	9244.3
MOL_7508	PD1-PDL1.sdf	0.326	0.476	0.51	4745.6	10017	9277.1
MOL_7509	PD1-PDL1.sdf	0.303	0.45	0.482	4490.3	10017	9274.3
MOL_7510	PD1-PDL1.sdf	0.225	0.356	0.381	3548.8	10017	9273.1
MOL_7511	PD1-PDL1.sdf	0.207	0.332	0.356	3312.5	10017	9268.6
MOL_7512	PD1-PDL1.sdf	0.254	0.392	0.421	3910.1	10017	9260.9
MOL_7513	PD1-PDL1.sdf	0.26	0.4	0.428	3987.9	10017	9283.8
MOL_7514	PD1-PDL1.sdf	0.238	0.372	0.398	3708.9	10017	9275.1
MOL_7515	PD1-PDL1.sdf	0.248	0.364	0.438	3612.5	10017	8161.2
MOL_7516	PD1-PDL1.sdf	0.265	0.384	0.462	3808.4	10017	8158.2
MOL_7517	PD1-PDL1.sdf	0.311	0.434	0.523	4308	10017	8142
MOL_7518	PD1-PDL1.sdf	0.309	0.432	0.52	4286.8	10017	8143.7
MOL_7519	PD1-PDL1.sdf	0.192	0.295	0.356	2927.4	10017	8137.5
MOL_7520	PD1-PDL1.sdf	0.283	0.404	0.485	4005.8	10017	8161.9
MOL_7521	PD1-PDL1.sdf	0.254	0.371	0.447	3684.1	10017	8149.2
MOL_7522	PD1-PDL1.sdf	0.287	0.408	0.491	4052.4	10017	8156.2
MOL_7523	PD1-PDL1.sdf	0.24	0.345	0.441	3418.7	10017	7629.9
MOL_7524	PD1-PDL1.sdf	0.205	0.302	0.388	2993.2	10017	7600.7
MOL_7525	PD1-PDL1.sdf	0.226	0.329	0.42	3251.9	10017	7629.5
MOL_7526	PD1-PDL1.sdf	0.272	0.381	0.487	3771.8	10017	7631.9
MOL_7527	PD1-PDL1.sdf	0.281	0.391	0.5	3867.6	10017	7623.1
MOL_7528	PD1-PDL1.sdf	0.282	0.392	0.501	3876.3	10017	7621.4
MOL_7529	PD1-PDL1.sdf	0.211	0.309	0.398	3062	10017	7574.6
MOL_7530	PD1-PDL1.sdf	0.209	0.307	0.397	3036.5	10017	7516.3
MOL_7531	PD1-PDL1.sdf	0.249	0.354	0.458	3501.7	10017	7523.7
MOL_7532	PD1-PDL1.sdf	0.24	0.355	0.427	3519.4	10017	8146.2
MOL_7533	PD1-PDL1.sdf	0.204	0.309	0.373	3070.8	10017	8139
MOL_7534	PD1-PDL1.sdf	0.246	0.361	0.435	3586.4	10017	8145.9
MOL_7535	PD1-PDL1.sdf	0.24	0.354	0.427	3509.1	10017	8131.9
MOL_7536	PD1-PDL1.sdf	0.18	0.28	0.337	2774.9	10017	8134.5
MOL_7537	PD1-PDL1.sdf	0.223	0.332	0.402	3298.4	10017	8102
MOL_7538	PD1-PDL1.sdf	0.237	0.35	0.423	3474.2	10017	8117.3
MOL_7539	PD1-PDL1.sdf	0.258	0.375	0.452	3716.8	10017	8130
MOL_7540	PD1-PDL1.sdf	0.243	0.337	0.465	3329	10017	7013.7
MOL_7541	PD1-PDL1.sdf	0.266	0.363	0.499	3577.1	10017	7012.2
MOL_7542	PD1-PDL1.sdf	0.3	0.398	0.55	3931.6	10017	7003.9
MOL_7543	PD1-PDL1.sdf	0.213	0.303	0.417	2990.8	10017	7015.3
MOL_7544	PD1-PDL1.sdf	0.252	0.347	0.48	3428.1	10017	6998.1
MOL_7545	PD1-PDL1.sdf	0.238	0.332	0.458	3272	10017	6989.4
MOL_7546	PD1-PDL1.sdf	0.311	0.409	0.565	4039.3	10017	6995.9
MOL_7547	PD1-PDL1.sdf	0.311	0.409	0.565	4035.9	10017	6997.7
MOL_7548	PD1-PDL1.sdf	0.268	0.365	0.504	3602.1	10017	7002.7
MOL_7549	PD1-PDL1.sdf	0.295	0.393	0.542	3876.2	10017	6999.3
MOL_7550	PD1-PDL1.sdf	0.318	0.424	0.56	4189.7	10017	7343.1
MOL_7551	PD1-PDL1.sdf	0.287	0.392	0.517	3869.7	10017	7351.2
MOL_7552	PD1-PDL1.sdf	0.284	0.389	0.514	3844.1	10017	7352.5
MOL_7553	PD1-PDL1.sdf	0.284	0.388	0.516	3835.1	10017	7303.4
MOL_7554	PD1-PDL1.sdf	0.227	0.324	0.433	3195.5	10017	7239.8
MOL_7555	PD1-PDL1.sdf	0.264	0.367	0.486	3627.8	10017	7330
MOL_7556	PD1-PDL1.sdf	0.268	0.371	0.492	3668.2	10017	7316.4
MOL_7557	PD1-PDL1.sdf	0.331	0.437	0.577	4315	10017	7348.1
MOL_7558	PD1-PDL1.sdf	0.246	0.347	0.46	3429.3	10017	7327.4
MOL_7559	PD1-PDL1.sdf	0.256	0.357	0.477	3523.1	10017	7247.3
MOL_7560	PD1-PDL1.sdf	0.28	0.384	0.51	3793.7	10017	7303.3
MOL_7561	PD1-PDL1.sdf	0.258	0.359	0.479	3551.8	10017	7282.9
MOL_7562	PD1-PDL1.sdf	0.224	0.32	0.426	3166.7	10017	7291.8
MOL_7563	PD1-PDL1.sdf	0.276	0.378	0.503	3738.9	10017	7291.8
MOL_7564	PD1-PDL1.sdf	0.297	0.401	0.534	3966.7	10017	7293.7
MOL_7565	PD1-PDL1.sdf	0.233	0.331	0.44	3268.6	10017	7298
MOL_7566	PD1-PDL1.sdf	0.312	0.417	0.555	4115.7	10017	7281.3
MOL_7567	PD1-PDL1.sdf	0.267	0.369	0.491	3647.2	10017	7287.2
MOL_7568	PD1-PDL1.sdf	0.275	0.377	0.503	3728.2	10017	7280.2
MOL_7569	PD1-PDL1.sdf	0.262	0.362	0.486	3576	10017	7224.8
MOL_7570	PD1-PDL1.sdf	0.232	0.326	0.446	3221.7	10017	7069.7
MOL_7571	PD1-PDL1.sdf	0.223	0.315	0.432	3109.4	10017	7054.1
MOL_7572	PD1-PDL1.sdf	0.234	0.328	0.449	3235.2	10017	7060.8
MOL_7573	PD1-PDL1.sdf	0.209	0.298	0.411	2943.4	10017	7018
MOL_7574	PD1-PDL1.sdf	0.332	0.431	0.592	4251.2	10017	7031.3
MOL_7575	PD1-PDL1.sdf	0.301	0.399	0.549	3941.6	10017	7031.5
MOL_7576	PD1-PDL1.sdf	0.263	0.359	0.494	3545.4	10017	7030.2
MOL_7577	PD1-PDL1.sdf	0.295	0.393	0.542	3880.3	10017	7005.9
MOL_7578	PD1-PDL1.sdf	0.249	0.359	0.446	3560.3	10017	7866.3
MOL_7579	PD1-PDL1.sdf	0.297	0.413	0.513	4091.9	10017	7871.6
MOL_7580	PD1-PDL1.sdf	0.29	0.405	0.503	4018.1	10017	7874.9
MOL_7581	PD1-PDL1.sdf	0.27	0.383	0.477	3797.6	10017	7859.7
MOL_7582	PD1-PDL1.sdf	0.251	0.362	0.451	3586.8	10017	7846.7
MOL_7583	PD1-PDL1.sdf	0.181	0.276	0.344	2735.4	10017	7848.3
MOL_7584	PD1-PDL1.sdf	0.231	0.338	0.421	3344.8	10017	7826.5
MOL_7585	PD1-PDL1.sdf	0.261	0.373	0.464	3698	10017	7856.6
MOL_7586	PD1-PDL1.sdf	0.268	0.381	0.474	3770.7	10017	7840.9
MOL_7587	PD1-PDL1.sdf	0.241	0.35	0.437	3469.8	10017	7839.8
MOL_7588	PD1-PDL1.sdf	0.261	0.367	0.477	3625.2	10017	7480.2
MOL_7589	PD1-PDL1.sdf	0.153	0.235	0.305	2326.7	10017	7493.4
