dbName	refName	Shape-it::Tanimoto	Shape-it::Tversky_Ref	Shape-it::Tversky_Db	overlap	refVolume	dbVolume
MOL_5055	PD1-PDL1.sdf	0.219	0.323	0.405	3203.5	10017	7793.2
MOL_5056	PD1-PDL1.sdf	0.219	0.324	0.406	3205.1	10017	7792.7
MOL_5057	PD1-PDL1.sdf	0.203	0.303	0.381	3001.5	10017	7776.1
MOL_5058	PD1-PDL1.sdf	0.163	0.24	0.338	2367.6	10017	6850.7
MOL_5059	PD1-PDL1.sdf	0.185	0.267	0.376	2635.3	10017	6851
MOL_5060	PD1-PDL1.sdf	0.187	0.27	0.379	2657.3	10017	6856.4
MOL_5061	PD1-PDL1.sdf	0.156	0.231	0.325	2274	10017	6848.5
MOL_5062	PD1-PDL1.sdf	0.215	0.303	0.426	2987.4	10017	6857.2
MOL_5063	PD1-PDL1.sdf	0.152	0.226	0.316	2227.7	10017	6882.3
MOL_5064	PD1-PDL1.sdf	0.206	0.292	0.411	2882.8	10017	6848.5
MOL_5065	PD1-PDL1.sdf	0.229	0.318	0.449	3139.3	10017	6837.9
MOL_5066	PD1-PDL1.sdf	0.322	0.436	0.553	4312	10017	7683.7
MOL_5067	PD1-PDL1.sdf	0.223	0.327	0.412	3237.2	10017	7751.9
MOL_5068	PD1-PDL1.sdf	0.173	0.265	0.333	2620.6	10017	7765.2
MOL_5069	PD1-PDL1.sdf	0.259	0.368	0.467	3641.3	10017	7682.1
MOL_5070	PD1-PDL1.sdf	0.178	0.27	0.343	2673.2	10017	7684.3
MOL_5071	PD1-PDL1.sdf	0.17	0.261	0.328	2581.8	10017	7763.8
MOL_5072	PD1-PDL1.sdf	0.243	0.349	0.445	3458.7	10017	7662.6
MOL_5073	PD1-PDL1.sdf	0.249	0.356	0.452	3522.8	10017	7671.4
MOL_5074	PD1-PDL1.sdf	0.178	0.234	0.43	2284.1	10017	5066.7
MOL_5075	PD1-PDL1.sdf	0.217	0.276	0.506	2692	10017	5071
MOL_5076	PD1-PDL1.sdf	0.283	0.34	0.625	3323.8	10017	5067.6
MOL_5077	PD1-PDL1.sdf	0.266	0.325	0.597	3174.3	10017	5069.1
MOL_5078	PD1-PDL1.sdf	0.285	0.342	0.629	3340.1	10017	5063.1
MOL_5079	PD1-PDL1.sdf	0.224	0.282	0.523	2752.9	10017	5017.9
MOL_5080	PD1-PDL1.sdf	0.249	0.307	0.566	3003.3	10017	5059.3
MOL_5081	PD1-PDL1.sdf	0.242	0.301	0.552	2944.3	10017	5084.8
MOL_5082	PD1-PDL1.sdf	0.237	0.296	0.543	2889.8	10017	5077.7
MOL_5083	PD1-PDL1.sdf	0.181	0.236	0.435	2309.8	10017	5063.7
MOL_5084	PD1-PDL1.sdf	0.214	0.298	0.431	2937.9	10017	6645.8
MOL_5085	PD1-PDL1.sdf	0.221	0.306	0.442	3013	10017	6643.2
MOL_5086	PD1-PDL1.sdf	0.215	0.301	0.432	2963.1	10017	6698.3
MOL_5087	PD1-PDL1.sdf	0.276	0.365	0.532	3594.9	10017	6585.6
MOL_5088	PD1-PDL1.sdf	0.268	0.358	0.514	3528.1	10017	6696.8
MOL_5089	PD1-PDL1.sdf	0.248	0.338	0.482	3331.8	10017	6744.8
MOL_5090	PD1-PDL1.sdf	0.297	0.389	0.555	3832.4	10017	6739.6
MOL_5091	PD1-PDL1.sdf	0.225	0.287	0.509	2804.7	10017	5277.6
MOL_5092	PD1-PDL1.sdf	0.21	0.272	0.481	2658.7	10017	5292.6
MOL_5093	PD1-PDL1.sdf	0.217	0.279	0.495	2727.6	10017	5278.9
MOL_5094	PD1-PDL1.sdf	0.222	0.284	0.502	2775.9	10017	5290.3
MOL_5095	PD1-PDL1.sdf	0.225	0.288	0.51	2814.1	10017	5284.5
MOL_5096	PD1-PDL1.sdf	0.26	0.361	0.481	3570.3	10017	7292.1
MOL_5097	PD1-PDL1.sdf	0.253	0.352	0.472	3477.3	10017	7223
MOL_5098	PD1-PDL1.sdf	0.23	0.327	0.438	3228	10017	7234.4
MOL_5099	PD1-PDL1.sdf	0.299	0.402	0.539	3967.6	10017	7226
MOL_5100	PD1-PDL1.sdf	0.253	0.353	0.472	3483.6	10017	7235.2
MOL_5101	PD1-PDL1.sdf	0.269	0.37	0.497	3654.8	10017	7219.5
MOL_5102	PD1-PDL1.sdf	0.261	0.361	0.485	3567.3	10017	7214
MOL_5103	PD1-PDL1.sdf	0.241	0.338	0.458	3333.1	10017	7139.9
MOL_5104	PD1-PDL1.sdf	0.259	0.341	0.517	3353.8	10017	6304.2
MOL_5105	PD1-PDL1.sdf	0.238	0.32	0.482	3150.9	10017	6360.9
MOL_5106	PD1-PDL1.sdf	0.211	0.29	0.436	2852.9	10017	6368.2
MOL_5107	PD1-PDL1.sdf	0.244	0.326	0.493	3203.5	10017	6310.5
MOL_5108	PD1-PDL1.sdf	0.244	0.327	0.491	3212.3	10017	6360.8
MOL_5109	PD1-PDL1.sdf	0.249	0.332	0.5	3267	10017	6345.3
MOL_5110	PD1-PDL1.sdf	0.272	0.355	0.537	3488.7	10017	6308.4
MOL_5111	PD1-PDL1.sdf	0.272	0.355	0.538	3488.8	10017	6304.1
MOL_5112	PD1-PDL1.sdf	0.272	0.355	0.537	3486.1	10017	6307.4
MOL_5113	PD1-PDL1.sdf	0.278	0.361	0.546	3545.8	10017	6306.1
MOL_5114	PD1-PDL1.sdf	0.263	0.346	0.523	3405.5	10017	6329.8
MOL_5115	PD1-PDL1.sdf	0.277	0.361	0.546	3545.9	10017	6308.5
MOL_5116	PD1-PDL1.sdf	0.349	0.43	0.65	4226.8	10017	6316.7
MOL_5117	PD1-PDL1.sdf	0.273	0.356	0.54	3503.3	10017	6306.8
MOL_5118	PD1-PDL1.sdf	0.294	0.412	0.506	4082.9	10017	7974.8
MOL_5119	PD1-PDL1.sdf	0.282	0.4	0.488	3967.4	10017	8029.3
MOL_5120	PD1-PDL1.sdf	0.252	0.365	0.448	3624	10017	7991.3
MOL_5121	PD1-PDL1.sdf	0.24	0.351	0.431	3484.1	10017	7980.9
MOL_5122	PD1-PDL1.sdf	0.22	0.329	0.401	3261.4	10017	8043.1
MOL_5123	PD1-PDL1.sdf	0.227	0.336	0.413	3335.5	10017	7980.4
MOL_5124	PD1-PDL1.sdf	0.239	0.349	0.43	3455.7	10017	7923.3
MOL_5125	PD1-PDL1.sdf	0.263	0.376	0.465	3731.1	10017	7921.3
MOL_5126	PD1-PDL1.sdf	0.235	0.345	0.425	3415.4	10017	7928.6
MOL_5127	PD1-PDL1.sdf	0.246	0.358	0.44	3550.1	10017	7969.7
MOL_5128	PD1-PDL1.sdf	0.271	0.365	0.511	3597.5	10017	6877.2
MOL_5129	PD1-PDL1.sdf	0.28	0.375	0.526	3700.5	10017	6885.1
MOL_5130	PD1-PDL1.sdf	0.253	0.346	0.484	3410.1	10017	6889.4
MOL_5131	PD1-PDL1.sdf	0.271	0.366	0.513	3606	10017	6875.6
MOL_5132	PD1-PDL1.sdf	0.27	0.364	0.511	3587.8	10017	6858.8
MOL_5133	PD1-PDL1.sdf	0.256	0.348	0.492	3425.4	10017	6803.5
MOL_5134	PD1-PDL1.sdf	0.281	0.364	0.55	3581.5	10017	6323.4
MOL_5135	PD1-PDL1.sdf	0.274	0.357	0.539	3510.1	10017	6325
MOL_5136	PD1-PDL1.sdf	0.257	0.34	0.513	3344.2	10017	6333.8
MOL_5137	PD1-PDL1.sdf	0.265	0.348	0.525	3420.3	10017	6325.3
MOL_5138	PD1-PDL1.sdf	0.258	0.341	0.514	3348.8	10017	6336.6
MOL_5139	PD1-PDL1.sdf	0.238	0.32	0.482	3143.8	10017	6335.4
MOL_5140	PD1-PDL1.sdf	0.262	0.346	0.522	3397.6	10017	6327.7
MOL_5141	PD1-PDL1.sdf	0.293	0.377	0.568	3704.7	10017	6339
MOL_5142	PD1-PDL1.sdf	0.276	0.359	0.542	3531.3	10017	6328.3
MOL_5143	PD1-PDL1.sdf	0.221	0.298	0.458	2932.1	10017	6205.2
MOL_5144	PD1-PDL1.sdf	0.242	0.321	0.497	3153.2	10017	6145.5
MOL_5145	PD1-PDL1.sdf	0.246	0.325	0.503	3196.5	10017	6163.2
MOL_5146	PD1-PDL1.sdf	0.262	0.342	0.529	3362.9	10017	6162.3
MOL_5147	PD1-PDL1.sdf	0.252	0.332	0.513	3259.1	10017	6158.1
MOL_5148	PD1-PDL1.sdf	0.234	0.313	0.482	3078.5	10017	6197
MOL_5149	PD1-PDL1.sdf	0.264	0.343	0.532	3372.7	10017	6148
MOL_5150	PD1-PDL1.sdf	0.241	0.312	0.513	3060.8	10017	5753
MOL_5151	PD1-PDL1.sdf	0.271	0.343	0.563	3359.7	10017	5752
MOL_5152	PD1-PDL1.sdf	0.239	0.31	0.511	3043	10017	5737.7
MOL_5153	PD1-PDL1.sdf	0.239	0.31	0.511	3039.6	10017	5737.5
MOL_5154	PD1-PDL1.sdf	0.253	0.324	0.533	3180	10017	5751.2
MOL_5155	PD1-PDL1.sdf	0.242	0.313	0.515	3073.2	10017	5749.6
MOL_5156	PD1-PDL1.sdf	0.246	0.317	0.525	3103.1	10017	5694.1
MOL_5157	PD1-PDL1.sdf	0.242	0.314	0.512	3082.3	10017	5813.7
MOL_5158	PD1-PDL1.sdf	0.184	0.219	0.537	2122.5	10017	3633.1
MOL_5159	PD1-PDL1.sdf	0.215	0.249	0.612	2419.4	10017	3633
MOL_5160	PD1-PDL1.sdf	0.205	0.239	0.587	2318.3	10017	3633.2
MOL_5161	PD1-PDL1.sdf	0.284	0.373	0.546	3667.2	10017	6541.4
MOL_5162	PD1-PDL1.sdf	0.227	0.312	0.457	3066.1	10017	6537
MOL_5163	PD1-PDL1.sdf	0.254	0.34	0.5	3351.2	10017	6531.2
MOL_5164	PD1-PDL1.sdf	0.257	0.344	0.504	3383.6	10017	6539.6
MOL_5165	PD1-PDL1.sdf	0.246	0.332	0.487	3268.5	10017	6539.7
MOL_5166	PD1-PDL1.sdf	0.247	0.333	0.487	3278.9	10017	6556.9
MOL_5167	PD1-PDL1.sdf	0.255	0.342	0.501	3362.2	10017	6534.5
MOL_5168	PD1-PDL1.sdf	0.283	0.371	0.542	3652.3	10017	6563.5
MOL_5169	PD1-PDL1.sdf	0.245	0.328	0.49	3229.8	10017	6409.9
MOL_5170	PD1-PDL1.sdf	0.258	0.342	0.511	3365.4	10017	6405.2
MOL_5171	PD1-PDL1.sdf	0.26	0.348	0.507	3423.4	10017	6585.2
MOL_5172	PD1-PDL1.sdf	0.249	0.337	0.49	3315.1	10017	6588.8
MOL_5173	PD1-PDL1.sdf	0.257	0.345	0.502	3395.6	10017	6586
MOL_5174	PD1-PDL1.sdf	0.243	0.329	0.48	3239.6	10017	6581.4
MOL_5175	PD1-PDL1.sdf	0.313	0.402	0.585	3955.8	10017	6585
MOL_5176	PD1-PDL1.sdf	0.304	0.393	0.573	3868.6	10017	6577.6
MOL_5177	PD1-PDL1.sdf	0.225	0.309	0.451	3044.7	10017	6584.1
MOL_5178	PD1-PDL1.sdf	0.269	0.354	0.53	3479.9	10017	6387.5
MOL_5179	PD1-PDL1.sdf	0.273	0.357	0.535	3514.6	10017	6390.8
MOL_5180	PD1-PDL1.sdf	0.257	0.341	0.51	3356.9	10017	6400.1
MOL_5181	PD1-PDL1.sdf	0.262	0.347	0.518	3408.5	10017	6398.4
MOL_5182	PD1-PDL1.sdf	0.293	0.379	0.562	3731.9	10017	6458.7
MOL_5183	PD1-PDL1.sdf	0.276	0.361	0.54	3548.8	10017	6386.9
MOL_5184	PD1-PDL1.sdf	0.293	0.378	0.567	3719.6	10017	6382.8
MOL_5185	PD1-PDL1.sdf	0.25	0.327	0.517	3209.7	10017	6008.1
MOL_5186	PD1-PDL1.sdf	0.273	0.35	0.554	3436.8	10017	6007.2
MOL_5187	PD1-PDL1.sdf	0.267	0.346	0.54	3399.7	10017	6093.9
MOL_5188	PD1-PDL1.sdf	0.317	0.395	0.617	3877.5	10017	6088.1
MOL_5189	PD1-PDL1.sdf	0.259	0.336	0.531	3298.9	10017	6016.9
MOL_5190	PD1-PDL1.sdf	0.257	0.335	0.524	3289.2	10017	6078.2
MOL_5191	PD1-PDL1.sdf	0.278	0.357	0.558	3503.5	10017	6087.1
MOL_5192	PD1-PDL1.sdf	0.23	0.306	0.479	3006.1	10017	6080.1
MOL_5193	PD1-PDL1.sdf	0.272	0.349	0.551	3422.4	10017	6005.1
MOL_5194	PD1-PDL1.sdf	0.266	0.507	0.359	5195.6	10017	14715
MOL_5195	PD1-PDL1.sdf	0.229	0.45	0.319	4611.6	10017	14712
MOL_5196	PD1-PDL1.sdf	0.17	0.352	0.248	3604.2	10017	14744
MOL_5197	PD1-PDL1.sdf	0.241	0.468	0.331	4802.1	10017	14747
MOL_5198	PD1-PDL1.sdf	0.226	0.446	0.313	4573.1	10017	14831
MOL_5199	PD1-PDL1.sdf	0.211	0.42	0.297	4302.7	10017	14717
MOL_5200	PD1-PDL1.sdf	0.225	0.444	0.313	4555.4	10017	14784
MOL_5201	PD1-PDL1.sdf	0.207	0.413	0.292	4237	10017	14736
MOL_5202	PD1-PDL1.sdf	0.231	0.455	0.32	4670.8	10017	14835
MOL_5203	PD1-PDL1.sdf	0.204	0.411	0.289	4218.9	10017	14848
MOL_5204	PD1-PDL1.sdf	0.19	0.224	0.552	2172.6	10017	3618
MOL_5205	PD1-PDL1.sdf	0.19	0.224	0.552	2172.6	10017	3618
MOL_5206	PD1-PDL1.sdf	0.185	0.249	0.421	2434.4	10017	5563.8
MOL_5207	PD1-PDL1.sdf	0.21	0.276	0.467	2704.3	10017	5563.9
MOL_5208	PD1-PDL1.sdf	0.186	0.25	0.423	2444.4	10017	5562.7
MOL_5209	PD1-PDL1.sdf	0.213	0.265	0.52	2586.1	10017	4705.4
MOL_5210	PD1-PDL1.sdf	0.236	0.288	0.566	2812.1	10017	4705.5
MOL_5211	PD1-PDL1.sdf	0.236	0.288	0.566	2812.1	10017	4705.5
MOL_5212	PD1-PDL1.sdf	0.221	0.272	0.54	2649.7	10017	4642.6
MOL_5213	PD1-PDL1.sdf	0.216	0.267	0.529	2606.7	10017	4656.5
MOL_5214	PD1-PDL1.sdf	0.211	0.263	0.515	2561.5	10017	4710
MOL_5215	PD1-PDL1.sdf	0.203	0.255	0.499	2484.4	10017	4710.2
MOL_5216	PD1-PDL1.sdf	0.154	0.26	0.276	2595.6	10017	9383.2
MOL_5217	PD1-PDL1.sdf	0.123	0.211	0.227	2109.4	10017	9237.1
MOL_5218	PD1-PDL1.sdf	0.17	0.283	0.3	2822.6	10017	9379.9
MOL_5219	PD1-PDL1.sdf	0.18	0.296	0.314	2953.5	10017	9372.1
MOL_5220	PD1-PDL1.sdf	0.162	0.271	0.287	2701.8	10017	9376.3
MOL_5221	PD1-PDL1.sdf	0.169	0.281	0.298	2801	10017	9372.8
MOL_5222	PD1-PDL1.sdf	0.132	0.227	0.241	2264.8	10017	9370.6
MOL_5223	PD1-PDL1.sdf	0.15	0.253	0.268	2522.5	10017	9365.6
MOL_5224	PD1-PDL1.sdf	0.174	0.287	0.305	2868.6	10017	9364.6
MOL_5225	PD1-PDL1.sdf	0.135	0.203	0.288	2001.2	10017	6793.7
MOL_5226	PD1-PDL1.sdf	0.201	0.287	0.403	2825.8	10017	6860
MOL_5227	PD1-PDL1.sdf	0.219	0.307	0.431	3027.3	10017	6859.9
MOL_5228	PD1-PDL1.sdf	0.242	0.334	0.468	3296.9	10017	6882.7
MOL_5229	PD1-PDL1.sdf	0.213	0.301	0.421	2965.5	10017	6892.9
MOL_5230	PD1-PDL1.sdf	0.202	0.288	0.402	2839.8	10017	6905.9
MOL_5231	PD1-PDL1.sdf	0.123	0.185	0.267	1825.9	10017	6676
MOL_5232	PD1-PDL1.sdf	0.11	0.168	0.243	1653.7	10017	6625.1
MOL_5233	PD1-PDL1.sdf	0.153	0.225	0.324	2215.3	10017	6670.6
MOL_5234	PD1-PDL1.sdf	0.148	0.218	0.315	2150.7	10017	6654.2
MOL_5235	PD1-PDL1.sdf	0.15	0.221	0.319	2176	10017	6649
MOL_5236	PD1-PDL1.sdf	0.129	0.194	0.279	1908.4	10017	6668.5
MOL_5237	PD1-PDL1.sdf	0.172	0.248	0.358	2445.3	10017	6665
MOL_5238	PD1-PDL1.sdf	0.178	0.245	0.397	2400.6	10017	5838.4
MOL_5239	PD1-PDL1.sdf	0.181	0.248	0.403	2434.5	10017	5836.5
MOL_5240	PD1-PDL1.sdf	0.177	0.243	0.395	2387.7	10017	5837.3
MOL_5241	PD1-PDL1.sdf	0.149	0.215	0.326	2117.7	10017	6306.7
MOL_5242	PD1-PDL1.sdf	0.234	0.316	0.475	3106.2	10017	6356.1
MOL_5243	PD1-PDL1.sdf	0.117	0.174	0.263	1711.8	10017	6334.5
MOL_5244	PD1-PDL1.sdf	0.218	0.298	0.45	2929.9	10017	6323
MOL_5245	PD1-PDL1.sdf	0.245	0.327	0.495	3213.9	10017	6305
MOL_5246	PD1-PDL1.sdf	0.206	0.283	0.429	2783.1	10017	6303.4
MOL_5247	PD1-PDL1.sdf	0.18	0.254	0.38	2498.8	10017	6394.1
MOL_5248	PD1-PDL1.sdf	0.258	0.356	0.483	3515	10017	7132.8
MOL_5249	PD1-PDL1.sdf	0.212	0.303	0.411	2994.3	10017	7132.9
MOL_5250	PD1-PDL1.sdf	0.213	0.305	0.414	3015.4	10017	7132.8
MOL_5251	PD1-PDL1.sdf	0.238	0.333	0.454	3283.2	10017	7081
MOL_5252	PD1-PDL1.sdf	0.248	0.344	0.47	3398	10017	7083.8
MOL_5253	PD1-PDL1.sdf	0.269	0.366	0.503	3610.2	10017	7030.4
MOL_5254	PD1-PDL1.sdf	0.268	0.366	0.503	3608.2	10017	7030.7
MOL_5255	PD1-PDL1.sdf	0.213	0.303	0.419	2986.6	10017	6981.9
MOL_5256	PD1-PDL1.sdf	0.247	0.317	0.528	3105.3	10017	5660.6
MOL_5257	PD1-PDL1.sdf	0.247	0.317	0.528	3105.3	10017	5660.5
MOL_5258	PD1-PDL1.sdf	0.244	0.313	0.523	3071.6	10017	5660.6
MOL_5259	PD1-PDL1.sdf	0.242	0.311	0.522	3043.4	10017	5608.5
MOL_5260	PD1-PDL1.sdf	0.276	0.345	0.58	3379.7	10017	5608.4
MOL_5261	PD1-PDL1.sdf	0.246	0.314	0.53	3079.4	10017	5585.2
MOL_5262	PD1-PDL1.sdf	0.243	0.311	0.526	3043.7	10017	5560.3
